name,description,Potion,Liquid,Spirit,Special Slot A,Special Slot B,Special Slot C,Special Effect,Special,Eye Color,Gender,Hit Points,Attack Points,Special Points,Spell Master,Background,Image
19final.png, Real Potions & Spells 1,Love,Oil,Nature,Watermellon A #1,Watermellon B #1,777 C #1,"Metamorphic Elixir +600 hp: The player can morph into various forms, adapting to any situation with newfound abilities.","+50 to attack points, ",Hazel,Female,60,50,3,"Solara Dawnbringer (Sun): The ""Lustrous Dawn Serum"" unveiled the sun's innermost secrets, infusing me with radiant might. Bathed in the aura of dawn, this potion bestowed me with the power to heal and revive, casting aside darkness wherever I roamed. They say it was bestowed upon the realm by a benevolent sun deity, a guardian of hope. #1",plant,dream_TradingCard (48).jpg
20final.png, Real Potions & Spells 1,Curse,Earth #1,Nature,777 A,Cherries B,Watermellon C,"Void Warp +800 hp: This potion allows the player to phase in and out of the dark dimension, providing unparalleled speed and agility.","+20 to hit points, ",Blue,???,370,100,7,"Solara Dawnbringer (Sun): The ""Lustrous Dawn Serum"" unveiled the sun's innermost secrets, infusing me with radiant might. Bathed in the aura of dawn, this potion bestowed me with the power to heal and revive, casting aside darkness wherever I roamed. They say it was bestowed upon the realm by a benevolent sun deity, a guardian of hope. #1",balloon,dream_TradingCard (82).jpg
21final.png, Real Potions & Spells 1,Curse,Water,Dark,777 A,Cherries B,777 C #1,"Abyssal Grasp +1000 hp: The player can conjure dark tendrils to ensnare and immobilize enemies, rendering them helpless.","+20 to hit points, ",Green,Undecided,100 #1,80 #1,3,"Luna Tidesong (Moon): In the realm of Real Potions & Spells, I discovered the ""Lunar Elixir,"" a potion crafted under the pale moon's gentle gaze. Sipping from its glass vial, I felt my essence align with the celestial dance of the night, casting ethereal moonbeams to ensnare my foes. Legends say it was created by a mystical moon",balloon,dream_TradingCard (93).jpg
22final.png, Real Potions & Spells 1,Hex,Water,Light,Watermellon A,777 B #1,777 C #2,"True Love's Kiss +700 hp: Allows the player to break curses, heal wounds, and revive the fallen with a kiss.","+100 to attack points, ",Orange,???,70 #1,80 #1,10 #1,"Aurora Fireheart (Sun): Behold, the ""Solar Ignition Brew""! As I consumed it, I found myself ablaze with the sun's fiery essence, radiating brilliance and the raw power of solar flames. This potion, said to be forged in the heart of a dying star, transformed me into a celestial inferno, incinerating all who dared to challenge me. #1",skull,dream_TradingCard (69).jpg
23final.png, Real Potions & Spells 1,Curse,Water,Dark,Watermellon A #1,Watermellon B #1,777 C #1,Corrupting Touch +600 hp: Drinking this potion allows the player to afflict foes with debilitating curses or diseases.,"+10 to attack points, ",Green,Male,370,50,7,"Vesper Nightshade (Oil): Within the dimly lit chambers of forgotten castles, I unearthed the ""Shadowstealer Elixir,"" a concoction born from shadows and oil. It granted me the power to fade into the inky blackness, stealing both sight and strength from my adversaries. A relic of an ancient oil mage, its secrets remained locked until my arrival. #1",skull,dream_TradingCard (27).jpg
24final.png, Real Potions & Spells 1,Curse,Water,Light,Watermellon A,Watermellon B,Watermellon C,Ethereal Wings +600 hp: The player gains the ability to sprout luminous wings and fly for a limited time.,"+10 to attack points, ",Orange,Female,80,80 #1,10 #1,"Vesper Nightshade (Oil): Within the dimly lit chambers of forgotten castles, I unearthed the ""Shadowstealer Elixir,"" a concoction born from shadows and oil. It granted me the power to fade into the inky blackness, stealing both sight and strength from my adversaries. A relic of an ancient oil mage, its secrets remained locked until my arrival. #1",plant,dream_TradingCard (27).jpg
25final.png, Real Potions & Spells 1,Curse,Earth #1,Nature,777 A,777 B #1,777 C,"Solar Infusion + 550 hp: Drinking this potion grants the player the power to emit blinding rays of light, temporarily blinding their opponents.",+10 to attack points,Blue,Undecided,280,25,7,"Sylva Watershadow (Water): The ""Aqua Veil Tonic"" whispered of secrets from the depths of the ocean. Upon tasting its azure depths, I was engulfed by liquid whispers, granting me the ability to manipulate water in all its forms. It is said to have been created by a mermaid oracle, allowing me to harness the boundless strength of the tides. #1",cloud brains,dream_TradingCard (76).jpg
26final.png, Real Potions & Spells 1,Curse,Earth #1,Nature,Cherries A #2,777 B,Cherries C,Eternal Bond +500 hp: Eternal Bond,+20 to hit points,Red,???,60,80 #1,3,"Aurora Fireheart (Sun): Behold, the ""Solar Ignition Brew""! As I consumed it, I found myself ablaze with the sun's fiery essence, radiating brilliance and the raw power of solar flames. This potion, said to be forged in the heart of a dying star, transformed me into a celestial inferno, incinerating all who dared to challenge me. #1",moon woman,dream_TradingCard (28).jpg
27final.png, Real Potions & Spells 1,Hex,Earth #1,Nature,Cherries A #1,777 B,Cherries C,Corrupting Touch +600 hp: Drinking this potion allows the player to afflict foes with debilitating curses or diseases.,+20 to hit points,Hazel,Undecided,370,50,10 #1,"Aurora Fireheart (Sun): Behold, the ""Solar Ignition Brew""! As I consumed it, I found myself ablaze with the sun's fiery essence, radiating brilliance and the raw power of solar flames. This potion, said to be forged in the heart of a dying star, transformed me into a celestial inferno, incinerating all who dared to challenge me. #1",moon woman,dream_TradingCard (80).jpg
28final.png, Real Potions & Spells 1,Love,Water,Light,Watermellon A,777 B,777 C #2,"Heart's Desire +1000 hp: The player can transform into any creature or being they desire, gaining their abilities temporarily.","+100 to attack points, ",Green,Undecided,60,50,10 #1,"Luna Tidesong (Moon): In the realm of Real Potions & Spells, I discovered the ""Lunar Elixir,"" a potion crafted under the pale moon's gentle gaze. Sipping from its glass vial, I felt my essence align with the celestial dance of the night, casting ethereal moonbeams to ensnare my foes. Legends say it was created by a mystical moon",tree,dream_TradingCard (57).jpg
29final.png, Real Potions & Spells 1,Hex,Earth #1,Dark,Watermellon A,777 B,Cherries C,"Void Warp +800 hp: This potion allows the player to phase in and out of the dark dimension, providing unparalleled speed and agility.","+100 to hit points, ",Hazel,Male,60,25,3,"Aurora Fireheart (Sun): Behold, the ""Solar Ignition Brew""! As I consumed it, I found myself ablaze with the sun's fiery essence, radiating brilliance and the raw power of solar flames. This potion, said to be forged in the heart of a dying star, transformed me into a celestial inferno, incinerating all who dared to challenge me. #1",tree,dream_TradingCard (87).jpg
30final.png, Real Potions & Spells 1,Love,Water,Dark,777 A,777 B,777 C #1,Eternal Bond +500 hp: Eternal Bond,+10 to attack points,Green,Undecided,100 #1,50,5 #1,"Vesper Nightshade (Oil): Within the dimly lit chambers of forgotten castles, I unearthed the ""Shadowstealer Elixir,"" a concoction born from shadows and oil. It granted me the power to fade into the inky blackness, stealing both sight and strength from my adversaries. A relic of an ancient oil mage, its secrets remained locked until my arrival. #1",plant,dream_TradingCard (42).jpg
31final.png, Real Potions & Spells 1,Hex,Earth #1,Nature,Watermellon A #1,Watermellon B,777 C,"Love's Embrace +1000 hp: Drinking this potion bestows the player with the ability to heal and mend the wounds of others, fostering unity and love.","+10 to attack points, ",Green,Female,60,80 #1,5 #1,"Luna Tidesong (Moon): In the realm of Real Potions & Spells, I discovered the ""Lunar Elixir,"" a potion crafted under the pale moon's gentle gaze. Sipping from its glass vial, I felt my essence align with the celestial dance of the night, casting ethereal moonbeams to ensnare my foes. Legends say it was created by a mystical moon",moon woman,dream_TradingCard (30).jpg
32final.png, Real Potions & Spells 1,Curse,Oil,Dark,Watermellon A #1,777 B #1,Cherries C,"Interdimensional Portal +800 hp: The player can open a portal to other dimensions, revealing new opportunities, treasures, and challenges.","+20 to hit points, ",Red,Female,80,80 #1,5 #1,"Solara Dawnbringer (Sun): The ""Lustrous Dawn Serum"" unveiled the sun's innermost secrets, infusing me with radiant might. Bathed in the aura of dawn, this potion bestowed me with the power to heal and revive, casting aside darkness wherever I roamed. They say it was bestowed upon the realm by a benevolent sun deity, a guardian of hope. #1",cloud brains,dream_TradingCard (64).jpg
33final.png, Real Potions & Spells 1,Curse,Earth #1,Light,Cherries A,777 B #1,777 C #2,"Radiant Empowerment +400 hp: The player becomes infused with light energy, boosting their strength and agility significantly.",+10 to attack points,Brown,Male,280,50,7,"Solara Dawnbringer (Sun): The ""Lustrous Dawn Serum"" unveiled the sun's innermost secrets, infusing me with radiant might. Bathed in the aura of dawn, this potion bestowed me with the power to heal and revive, casting aside darkness wherever I roamed. They say it was bestowed upon the realm by a benevolent sun deity, a guardian of hope. #1",plant,dream_TradingCard (23).jpg
34final.png, Real Potions & Spells 1,Love,Water,Light,777 A,777 B,777 C,"Solar Infusion + 550 hp: Drinking this potion grants the player the power to emit blinding rays of light, temporarily blinding their opponents.",+20 to hit points,Blue,???,100 #1,25,7,"Vesper Nightshade (Oil): Within the dimly lit chambers of forgotten castles, I unearthed the ""Shadowstealer Elixir,"" a concoction born from shadows and oil. It granted me the power to fade into the inky blackness, stealing both sight and strength from my adversaries. A relic of an ancient oil mage, its secrets remained locked until my arrival. #1",tree,dream_TradingCard (31).jpg
35final.png, Real Potions & Spells 1,Hex,Oil,Dark,Cherries A #2,Watermellon B #1,777 C #1,Corrupting Touch +600 hp: Drinking this potion allows the player to afflict foes with debilitating curses or diseases.,"+100 to hit points, ",Hazel,Male,190,100,10 #1,"Solara Dawnbringer (Sun): The ""Lustrous Dawn Serum"" unveiled the sun's innermost secrets, infusing me with radiant might. Bathed in the aura of dawn, this potion bestowed me with the power to heal and revive, casting aside darkness wherever I roamed. They say it was bestowed upon the realm by a benevolent sun deity, a guardian of hope. #1",balloon,dream_TradingCard (84).jpg
36final.png, Real Potions & Spells 1,Hex,Earth #1,Dark,Cherries A #2,777 B,777 C #1,"Interdimensional Portal +800 hp: The player can open a portal to other dimensions, revealing new opportunities, treasures, and challenges.",+50 to hit points,Brown,Female,60,100,10 #1,"Aurora Fireheart (Sun): Behold, the ""Solar Ignition Brew""! As I consumed it, I found myself ablaze with the sun's fiery essence, radiating brilliance and the raw power of solar flames. This potion, said to be forged in the heart of a dying star, transformed me into a celestial inferno, incinerating all who dared to challenge me. #1",skull,dream_TradingCard (47).jpg
37final.png, Real Potions & Spells 1,Love,Earth #1,Dark,Cherries A #1,777 B #1,777 C #2,Corrupting Touch +600 hp: Drinking this potion allows the player to afflict foes with debilitating curses or diseases.,+10 to attack points,Brown,???,70 #1,50,5 #1,"Sylva Watershadow (Water): The ""Aqua Veil Tonic"" whispered of secrets from the depths of the ocean. Upon tasting its azure depths, I was engulfed by liquid whispers, granting me the ability to manipulate water in all its forms. It is said to have been created by a mermaid oracle, allowing me to harness the boundless strength of the tides. #1",balloon,dream_TradingCard (26).jpg
38final.png, Real Potions & Spells 1,Love,Oil,Nature,Cherries A #2,777 B,777 C #1,"Abyssal Grasp +1000 hp: The player can conjure dark tendrils to ensnare and immobilize enemies, rendering them helpless.","+20 to hit points, ",Green,Undecided,60,50,5 #1,"Sylva Watershadow (Water): The ""Aqua Veil Tonic"" whispered of secrets from the depths of the ocean. Upon tasting its azure depths, I was engulfed by liquid whispers, granting me the ability to manipulate water in all its forms. It is said to have been created by a mermaid oracle, allowing me to harness the boundless strength of the tides. #1",plant,dream_TradingCard (26).jpg
39final.png, Real Potions & Spells 1,Curse,Water,Light,Cherries A,777 B #1,777 C #1,"Solar Infusion + 550 hp: Drinking this potion grants the player the power to emit blinding rays of light, temporarily blinding their opponents.","+100 to hit points, ",Blue,Female,100 #1,25,7,"Vesper Nightshade (Oil): Within the dimly lit chambers of forgotten castles, I unearthed the ""Shadowstealer Elixir,"" a concoction born from shadows and oil. It granted me the power to fade into the inky blackness, stealing both sight and strength from my adversaries. A relic of an ancient oil mage, its secrets remained locked until my arrival. #1",balloon,dream_TradingCard (28).jpg
40final.png, Real Potions & Spells 1,Curse,Earth #1,Light,Watermellon A,777 B,777 C,"Dimensional Mastery +800 hp: The player can manipulate the fabric of reality within their surroundings, altering the terrain to their advantage.",+10 to attack points,Red,Female,80,100,10 #1,"Vesper Nightshade (Oil): Within the dimly lit chambers of forgotten castles, I unearthed the ""Shadowstealer Elixir,"" a concoction born from shadows and oil. It granted me the power to fade into the inky blackness, stealing both sight and strength from my adversaries. A relic of an ancient oil mage, its secrets remained locked until my arrival. #1",moon woman,dream_TradingCard (46).jpg
41final.png, Real Potions & Spells 1,Hex,Earth #1,Light,Watermellon A #1,Cherries B,777 C #2,"Metamorphic Elixir +600 hp: The player can morph into various forms, adapting to any situation with newfound abilities.","+100 to hit points, ",Hazel,Male,280,80 #1,5 #1,"Vesper Nightshade (Oil): Within the dimly lit chambers of forgotten castles, I unearthed the ""Shadowstealer Elixir,"" a concoction born from shadows and oil. It granted me the power to fade into the inky blackness, stealing both sight and strength from my adversaries. A relic of an ancient oil mage, its secrets remained locked until my arrival. #1",balloon,dream_TradingCard (63).jpg
42final.png, Real Potions & Spells 1,Curse,Earth #1,Light,Cherries A,Watermellon B,777 C #1,Corrupting Touch +600 hp: Drinking this potion allows the player to afflict foes with debilitating curses or diseases.,+20 to hit points,Blue,Male,190,50,10 #1,"Luna Tidesong (Moon): In the realm of Real Potions & Spells, I discovered the ""Lunar Elixir,"" a potion crafted under the pale moon's gentle gaze. Sipping from its glass vial, I felt my essence align with the celestial dance of the night, casting ethereal moonbeams to ensnare my foes. Legends say it was created by a mystical moon",skull,dream_TradingCard (32).jpg
43final.png, Real Potions & Spells 1,Curse,Water,Nature,Cherries A,777 B #1,777 C,Healer's Grace +770 hp: This potion instantly restores the player's health and cures them of any ailments.,"+20 to hit points, ",Blue,???,370,50,3,"Luna Tidesong (Moon): In the realm of Real Potions & Spells, I discovered the ""Lunar Elixir,"" a potion crafted under the pale moon's gentle gaze. Sipping from its glass vial, I felt my essence align with the celestial dance of the night, casting ethereal moonbeams to ensnare my foes. Legends say it was created by a mystical moon",moon man,dream_TradingCard (77).jpg
44final.png, Real Potions & Spells 1,Love,Water,Nature,Cherries A,Watermellon B,Cherries C,"Void Warp +800 hp: This potion allows the player to phase in and out of the dark dimension, providing unparalleled speed and agility.",+50 to hit points,Red,Male,80,25,3,"Solara Dawnbringer (Sun): The ""Lustrous Dawn Serum"" unveiled the sun's innermost secrets, infusing me with radiant might. Bathed in the aura of dawn, this potion bestowed me with the power to heal and revive, casting aside darkness wherever I roamed. They say it was bestowed upon the realm by a benevolent sun deity, a guardian of hope. #1",moon woman,dream_TradingCard (33).jpg
45final.png, Real Potions & Spells 1,Curse,Earth #1,Dark,Cherries A #2,Cherries B,Watermellon C,"Abyssal Grasp +1000 hp: The player can conjure dark tendrils to ensnare and immobilize enemies, rendering them helpless.","+100 to attack points, ",Green,Male,190,50,5 #1,"Solara Dawnbringer (Sun): The ""Lustrous Dawn Serum"" unveiled the sun's innermost secrets, infusing me with radiant might. Bathed in the aura of dawn, this potion bestowed me with the power to heal and revive, casting aside darkness wherever I roamed. They say it was bestowed upon the realm by a benevolent sun deity, a guardian of hope. #1",balloon,dream_TradingCard (44).jpg
46final.png, Real Potions & Spells 1,Love,Earth #1,Dark,Cherries A #1,Watermellon B #1,777 C,"Void Warp +800 hp: This potion allows the player to phase in and out of the dark dimension, providing unparalleled speed and agility.",+20 to hit points,Red,Undecided,280,50,7,"Aurora Fireheart (Sun): Behold, the ""Solar Ignition Brew""! As I consumed it, I found myself ablaze with the sun's fiery essence, radiating brilliance and the raw power of solar flames. This potion, said to be forged in the heart of a dying star, transformed me into a celestial inferno, incinerating all who dared to challenge me. #1",skull,dream_TradingCard (36).jpg
47final.png, Real Potions & Spells 1,Love,Earth #1,Dark,Watermellon A,Watermellon B,Cherries C,Ethereal Wings +600 hp: The player gains the ability to sprout luminous wings and fly for a limited time.,"+10 to attack points, ",Orange,Female,90 #1,100,7,"Luna Tidesong (Moon): In the realm of Real Potions & Spells, I discovered the ""Lunar Elixir,"" a potion crafted under the pale moon's gentle gaze. Sipping from its glass vial, I felt my essence align with the celestial dance of the night, casting ethereal moonbeams to ensnare my foes. Legends say it was created by a mystical moon",skull,dream_TradingCard (22).jpg
48final.png, Real Potions & Spells 1,Curse,Oil,Nature,Watermellon A #1,777 B #1,777 C #2,Healer's Grace +770 hp: This potion instantly restores the player's health and cures them of any ailments.,"+20 to hit points, ",Brown,Male,190,150,3,"Solara Dawnbringer (Sun): The ""Lustrous Dawn Serum"" unveiled the sun's innermost secrets, infusing me with radiant might. Bathed in the aura of dawn, this potion bestowed me with the power to heal and revive, casting aside darkness wherever I roamed. They say it was bestowed upon the realm by a benevolent sun deity, a guardian of hope. #1",balloon,dream_TradingCard (81).jpg
49final.png, Real Potions & Spells 1,Curse,Water,Light,Watermellon A #1,Cherries B,Cherries C,"Dimensional Mastery +800 hp: The player can manipulate the fabric of reality within their surroundings, altering the terrain to their advantage.","+10 to attack points, ",Hazel,Female,100 #1,100,7,"Aurora Fireheart (Sun): Behold, the ""Solar Ignition Brew""! As I consumed it, I found myself ablaze with the sun's fiery essence, radiating brilliance and the raw power of solar flames. This potion, said to be forged in the heart of a dying star, transformed me into a celestial inferno, incinerating all who dared to challenge me. #1",cloud brains,dream_TradingCard (66).jpg
50final.png, Real Potions & Spells 1,Curse,Earth #1,Dark,Cherries A #2,Cherries B,777 C,"Radiant Empowerment +400 hp: The player becomes infused with light energy, boosting their strength and agility significantly.",+20 to hit points,Green,Female,100 #1,25,5 #1,"Luna Tidesong (Moon): In the realm of Real Potions & Spells, I discovered the ""Lunar Elixir,"" a potion crafted under the pale moon's gentle gaze. Sipping from its glass vial, I felt my essence align with the celestial dance of the night, casting ethereal moonbeams to ensnare my foes. Legends say it was created by a mystical moon",balloon,dream_TradingCard (36).jpg
51final.png, Real Potions & Spells 1,Love,Earth #1,Dark,Cherries A,Watermellon B,777 C #1,"Love's Embrace +1000 hp: Drinking this potion bestows the player with the ability to heal and mend the wounds of others, fostering unity and love.",+50 to hit points,Orange,Female,370,25,7,"Sylva Watershadow (Water): The ""Aqua Veil Tonic"" whispered of secrets from the depths of the ocean. Upon tasting its azure depths, I was engulfed by liquid whispers, granting me the ability to manipulate water in all its forms. It is said to have been created by a mermaid oracle, allowing me to harness the boundless strength of the tides. #1",moon woman,dream_TradingCard (62).jpg
